"","Rendimento Escolar","Inteligência","Motivação","Ansiedade","Número de Recursos","Índice Acadêmico","Idade","Sexo","Trabalha Atualmente","Design Instrucional","Atitude Postiva EAD","Resolução de Problemas","Rendimento EscolarZ","InteligênciaZ","MotivaçãoZ","AnsiedadeZ","Número de Recursos","Índice AcadêmicoZ","IdadeZ","Atitude Postiva EADZ","Resolução de ProblemasZ"
"209",67.3,123.1,21.1,6.6,10,70.1,23,"Masculino","Ativ.Remunerada","Padrão",26.6,50.4,0.784991487684766,1.68435457086342,0.246703074777042,-1.7495541475446,0.117901840027442,-0.0249773979004424,0.546635443739151,0.453969505408147,0.0510797079770094
"210",50.5,99.2,19.4,9.4,6,69.9,22,"Feminino","Ativ.Remunerada","Personalizado",25.7,50.2,-1.51287817860315,-0.0816758270499402,-0.167514433490583,-0.334411649771404,-1.16830005118102,-0.045748622765673,0.0474249928358163,0.173965470090729,-0.017637387956187
"211",53.9,101.7,10,10.1,12,70.2,22,"Feminino","Ativ.Remunerada","Padrão",25.2,51.2,-1.0478331270925,0.103055386120914,-2.45789359685274,0.0193739746718944,0.761002785631672,-0.0145917854678256,0.0474249928358163,0.0184076726921634,0.325948091709802
"212",58.3,103.4,13.7,11.2,14,71.2,23,"Masculino","Estágio","Padrão",21.1,50.6,-0.44601011925519,0.228672611077094,-1.55636137297615,0.575322813082793,1.4041037312359,0.0892643388583333,0.546635443739151,-1.25716626597607,0.119796803910208
"213",63.8,117.3,19.7,7.7,9,71,22,"Feminino","Ativ.Remunerada","Padrão",24.5,52.9,0.30626864054145,1.25577815630704,-0.0944172261492377,-1.1936053091337,-0.203648632774673,0.0684931139931012,0.0474249928358163,-0.199373243665828,0.910043407141982
"214",59.2,92.8,20.8,11.6,11,63.2,21,"Masculino","Ativ.Remunerada","Personalizado",22.8,49.5,-0.322909958561194,-0.554587732767326,0.173605867435696,0.777486027050392,0.439452312829557,-0.741584655750938,-0.451785458067519,-0.72826975482095,-0.25814722372238
"215",51.9,86.1,21.1,10.6,9,57.3,21,"Masculino","Estágio","Personalizado",27.9,49.1,-1.32138903974583,-1.04966738406521,0.246703074777042,0.272077992131394,-0.203648632774673,-1.35433578927528,-0.451785458067519,0.858419778644416,-0.395581415588776
"216",73.5,123.5,23.3,10.5,11,57,21,"Masculino","Ativ.Remunerada","Padrão",28.6,55.7,1.63301481691007,1.71391156497076,0.782749261946908,0.221537188639494,0.439452312829557,-1.38549262657312,-0.451785458067519,1.07620069500241,1.87208275020675
"217",53.8,93.8,19.2,11,10,59.4,19,"Feminino","Estudante","Padrão",24.5,46.4,-1.06151092272517,-0.480695247498985,-0.21624590505148,0.474241206098993,0.117901840027442,-1.13623792819034,-1.45020635987419,-0.199373243665828,-1.32326221068695
"218",60.1,89.9,24.9,9.8,10,67.9,25,"Feminino","Estágio","Padrão",24.6,46.7,-0.199809797867199,-0.768875940045516,1.17260103443408,-0.132248435803805,0.117901840027442,-0.253460871417991,1.54505634554582,-0.168261684186114,-1.22018656678715
"219",50.8,82.7,16.3,11.9,13,72.2,20,"Masculino","Ativ.Remunerada","Padrão",19.3,49,-1.47184479170515,-1.30090183397758,-0.922852242684486,0.929108437526092,1.08255325843379,0.193120463184492,-0.950995908970854,-1.81717433661091,-0.429939963555375
"220",53.6,82,15.2,11.3,6,77.4,21,"Masculino","Ativ.Remunerada","Personalizado",19.6,46.1,-1.0888665139905,-1.35262657366541,-1.19087533626942,0.625863616574693,-1.16830005118102,0.733172309680519,-0.451785458067519,-1.72383965817177,-1.42633785458674
"221",59.5,92,15.1,9.7,14,77.5,20,"Masculino","Ativ.Remunerada","Padrão",27.3,51.1,-0.281876571663196,-0.613701720981999,-1.21524107204987,-0.182789239295705,1.4041037312359,0.743557922113134,-0.950995908970854,0.671750421766138,0.291589543743203
"222",67.5,108.7,23,12.1,12,73.4,23,"Masculino","Ativ.Remunerada","Padrão",25.2,52.1,0.812347078950099,0.620302782999304,0.709652054605563,1.03019004450989,0.761002785631672,0.317747812375883,0.546635443739151,0.0184076726921634,0.635175023409192
"223",64.2,115.5,19.7,10.6,4,75.1,23,"Masculino","Estágio","Personalizado",22.7,51,0.360979823072115,1.12277168282403,-0.0944172261492377,0.272077992131394,-1.81140099678525,0.494303223730352,0.546635443739151,-0.759381314300663,0.257230995776603
"224",63.4,109.9,23.2,11.3,9,64.2,23,"Masculino","Estágio","Padrão",28.4,48.7,0.251557458010785,0.708973765321314,0.758383526166459,0.625863616574693,-0.203648632774673,-0.637728531424779,0.546635443739151,1.01397757604298,-0.533015607455171
"225",65.5,94.9,18.9,8.8,11,68.1,24,"Feminino","Ativ.Remunerada","Padrão",28.6,49.8,0.538791166296775,-0.399413513703809,-0.289343112392826,-0.637656470722803,0.439452312829557,-0.23268964655276,1.04584589464249,1.07620069500241,-0.155071579822585
"226",54.5,100.8,17.6,13.2,17,68.2,20,"Masculino","Ativ.Remunerada","Padrão",19.4,49.2,-0.965766353296505,0.0365521493794058,-0.606097677538656,1.58613888292079,2.36875514964225,-0.222304034120144,-0.950995908970854,-1.78606277713119,-0.361222867622176
"227",64.9,90.1,18.5,10,11,73.8,22,"Feminino","Estágio","Personalizado",24.3,53.5,0.456724392500779,-0.754097442991849,-0.386806055514619,-0.0311668288200053,0.439452312829557,0.359290262106346,0.0474249928358163,-0.261596362625254,1.11619469494158
"228",48.3,90,12.6,11.7,7,62.7,21,"Masculino","Ativ.Remunerada","Personalizado",17.3,43,-1.81378968252181,-0.761486691518683,-1.82438446656108,0.828026830542292,-0.846749578378902,-0.793512717914018,-0.451785458067519,-2.43940552620517,-2.49145284155131
"229",60.1,112.4,15.3,9.8,7,82.2,20,"Feminino","Ativ.Remunerada","Personalizado",23.9,48.9,-0.199809797867199,0.893704978492168,-1.16650960048897,-0.132248435803805,-0.846749578378902,1.23168170644608,-0.950995908970854,-0.386042600544107,-0.464298511521974
"230",57.7,85.8,14.2,9.4,17,64.8,22,"Feminino","Ativ.Remunerada","Personalizado",25.2,50.5,-0.528076893051187,-1.07183512964572,-1.4345326940739,-0.334411649771404,2.36875514964225,-0.575414856829085,0.0474249928358163,0.0184076726921634,0.0854382559436088
"231",68.8,127.4,24.2,11.6,15,69.1,21,"Masculino","Ativ.Remunerada","Personalizado",29.3,55,0.990158422174759,2.00209225751729,1.00204088397094,0.777486027050392,1.72565420403802,-0.128833522226601,-0.451785458067519,1.2939816113604,1.63157291444056
"232",74.4,98.7,17.6,6.8,15,54.5,25,"Masculino","Ativ.Remunerada","Personalizado",32,54.7,1.75611497760407,-0.118622069684111,-0.606097677538656,-1.6484725405608,1.72565420403802,-1.64513293738852,1.54505634554582,2.13399371731265,1.52849727054076
"233",67.9,103,23.2,11,6,69.3,26,"Feminino","Ativ.Remunerada","Personalizado",22.7,51.1,0.867058261480765,0.199115616969757,0.758383526166459,0.474241206098993,-1.16830005118102,-0.108062297361369,2.04426679644916,-0.759381314300663,0.291589543743203
"234",63,89.7,26.1,10.8,10,79.6,26,"Feminino","Ativ.Remunerada","Padrão",26.1,49.3,0.196846275480121,-0.783654437099185,1.46498986379947,0.373159599115194,0.117901840027442,0.961655783198068,2.04426679644916,0.298411708009582,-0.326864319655579
"235",81.5,92,19.2,4.6,9,72.6,24,"Feminino","Estágio","Padrão",27,55.9,2.72723846752337,-0.613701720981999,-0.21624590505148,-2.7603702173826,-0.203648632774673,0.234662912914955,1.04584589464249,0.578415743326999,1.94079984613995
"236",50.7,81.6,21.1,10.7,9,70.6,21,"Masculino","Ativ.Remunerada","Personalizado",20,44.7,-1.48552258733782,-1.38218356777275,0.246703074777042,0.322618795623293,-0.203648632774673,0.0269506642626371,-0.451785458067519,-1.59939342025292,-1.90735752611913
"237",73.8,97.4,13,5.7,9,73,23,"Masculino","Ativ.Remunerada","Padrão",32.2,54,1.67404820380807,-0.214682300532955,-1.72692152343929,-2.2044213789717,-0.203648632774673,0.276205362645419,0.546635443739151,2.19621683627208,1.28798743477457
"238",65.8,105.9,16.7,11.3,11,77.2,24,"Masculino","Ativ.Remunerada","Personalizado",24.8,50.4,0.579824553194773,0.413403824247948,-0.825389299562692,0.625863616574693,0.439452312829557,0.712401084815287,1.04584589464249,-0.106038565226688,0.0510797079770094
"239",64.9,104.5,20.2,9.1,6,66.7,24,"Masculino","Estágio","Padrão",26.8,51.9,0.456724392500779,0.30995434487227,0.0274114527530047,-0.486034060247104,-1.16830005118102,-0.378088220609382,1.04584589464249,0.516192624367573,0.566457927475993
"240",72.8,89.1,21.2,8.6,13,56.5,24,"Feminino","Ativ.Remunerada","Personalizado",28,51.9,1.53727024748141,-0.82798992826019,0.27106881055749,-0.738738077706603,1.08255325843379,-1.4374206887362,1.04584589464249,0.88953133812413,0.566457927475993
"241",55.8,89,17,10,10,75.7,22,"Masculino","Ativ.Remunerada","Personalizado",24.1,47.4,-0.787955010071845,-0.835379176787024,-0.752292092221347,-0.0311668288200053,0.117901840027442,0.556616898326049,0.0474249928358163,-0.32381948158468,-0.979676731020958
"242",58,93,30.7,12.7,6,61.9,20,"Masculino","Ativ.Remunerada","Personalizado",26.8,51.3,-0.487043506153189,-0.539809235713658,2.5858137097001,1.33343486546129,-1.16830005118102,-0.876597617374945,-0.950995908970854,0.516192624367573,0.360306639676399
"243",59.6,120.9,18.2,8.7,4,79.8,24,"Feminino","Ativ.Remunerada","Padrão",22.3,49.6,-0.268198776030529,1.52179110327307,-0.459903262855965,-0.688197274214704,-1.81140099678525,0.9824270080633,1.04584589464249,-0.883827552219515,-0.223788675755781
"244",58.1,84.1,20.3,11.1,7,80.3,24,"Feminino","Ativ.Remunerada","Personalizado",25,47.1,-0.473365710520522,-1.1974523546019,0.0517771885334536,0.524782009590893,-0.846749578378902,1.03435507022638,1.04584589464249,-0.0438154462672625,-1.08275237492075
"245",57.4,97.5,22.6,10.7,12,63.2,20,"Masculino","Estágio","Padrão",27.2,48.3,-0.569110279949186,-0.207293052006121,0.612189111483769,0.322618795623293,0.761002785631672,-0.741584655750938,-0.950995908970854,0.640638862286425,-0.670449799321569
"246",70,126.6,19.9,7.6,5,54,24,"Masculino","Ativ.Remunerada","Personalizado",27.2,51.3,1.15429196976675,1.94297826930262,-0.0456857545883409,-1.2441461126256,-1.48985052398313,-1.6970609995516,1.04584589464249,0.640638862286425,0.360306639676399
"247",78.9,98.6,17.4,6.5,10,82,21,"Feminino","Ativ.Remunerada","Padrão",26.3,54.8,2.37161578107404,-0.126011318210946,-0.654829149099553,-1.8000949510365,0.117901840027442,1.21091048158085,-0.451785458067519,0.360634826969008,1.56285581850736
"248",70.7,81,24.2,6,9,86.8,21,"Masculino","Ativ.Remunerada","Personalizado",30.2,50.3,1.25003653919542,-1.42651905893376,1.00204088397094,-2.052798968496,-0.203648632774673,1.70941987834641,-0.451785458067519,1.57398564667782,0.0167211600104099
"249",68,90.7,26.5,11.1,11,77.8,21,"Masculino","Ativ.Remunerada","Personalizado",29.3,52.7,0.88073605711343,-0.709761951830843,1.56245280692126,0.524782009590893,0.439452312829557,0.774714759410982,-0.451785458067519,1.2939816113604,0.841326311208786
"250",68.6,106.8,19.9,9.9,12,63.7,25,"Masculino","Ativ.Remunerada","Personalizado",26.6,54.6,0.962802830909426,0.479907060989455,-0.0456857545883409,-0.0817076323119049,0.761002785631672,-0.689656593587859,1.54505634554582,0.453969505408147,1.49413872257417
"251",49.4,94.7,22.2,13.7,9,62.5,22,"Masculino","Estágio","Padrão",23.2,50.2,-1.66333393056248,-0.414192010757477,0.514726168361974,1.83884290038029,-0.203648632774673,-0.81428394277925,0.0474249928358163,-0.603823516902098,-0.017637387956187
"252",55.4,92.1,19.6,11.1,11,75.9,22,"Masculino","Estágio","Personalizado",24.8,48.3,-0.84266619260251,-0.606312472455166,-0.118782961929686,0.524782009590893,0.439452312829557,0.577388123191281,0.0474249928358163,-0.106038565226688,-0.670449799321569
"253",69.5,95.2,24.1,11.7,6,80.5,23,"Feminino","Ativ.Remunerada","Personalizado",23.9,44.6,1.08590299160342,-0.377245768123306,0.977675148190496,0.828026830542292,-1.16830005118102,1.05512629509161,0.546635443739151,-0.386042600544107,-1.94171607408573
"254",46.4,101.3,15.4,12.7,10,71.4,19,"Masculino","Estudante","Padrão",22.1,49.5,-2.07366779954247,0.0734983920135766,-1.14214386470852,1.33343486546129,0.117901840027442,0.110035563723565,-1.45020635987419,-0.946050671178941,-0.25814722372238
"255",68.9,122.4,29.3,9,10,64.2,20,"Masculino","Estágio","Padrão",30.4,51.1,1.00383621780743,1.63262983117558,2.24469340877382,-0.536574863739004,0.117901840027442,-0.637728531424779,-0.950995908970854,1.63620876563724,0.291589543743203
"256",56.2,98.8,17.6,11,7,87.1,19,"Masculino","Ativ.Remunerada","Personalizado",22.3,48.2,-0.73324382754118,-0.111232821157277,-0.606097677538656,0.474241206098993,-0.846749578378902,1.74057671564426,-1.45020635987419,-0.883827552219515,-0.704808347288165
"257",56.9,115.1,14.2,11.7,9,68.9,23,"Masculino","Estágio","Padrão",19.8,49.9,-0.637499258112517,1.09321468871669,-1.4345326940739,0.828026830542292,-0.203648632774673,-0.149604747091832,0.546635443739151,-1.66161653921234,-0.120713031855985
"258",59.1,108.8,18.6,12.7,7,70.2,23,"Masculino","Ativ.Remunerada","Padrão",23.2,49.6,-0.33658775419386,0.627692031526138,-0.362440319734171,1.33343486546129,-0.846749578378902,-0.0145917854678256,0.546635443739151,-0.603823516902098,-0.223788675755781
"259",58.3,98.4,20.6,11.5,9,80.9,22,"Masculino","Ativ.Remunerada","Personalizado",23.7,47.5,-0.44601011925519,-0.140789815264613,0.124874395874799,0.726945223558492,-0.203648632774673,1.09666874482208,0.0474249928358163,-0.448265719503533,-0.945318183054359
"260",50.5,78.5,26.5,10.8,9,69,23,"Masculino","Ativ.Remunerada","Padrão",24.8,48.1,-1.51287817860315,-1.61125027210461,1.56245280692126,0.373159599115194,-0.203648632774673,-0.139219134659217,0.546635443739151,-0.106038565226688,-0.739166895254765
"261",59.4,92.7,23.6,8.3,8,85.2,23,"Masculino","Estágio","Padrão",26.8,48.7,-0.295554367295862,-0.56197698129416,0.855846469288254,-0.890360488182302,-0.525199105576787,1.54325007942456,0.546635443739151,0.516192624367573,-0.533015607455171
"262",59.9,93.1,20.6,11.5,10,67.5,22,"Masculino","Estágio","Padrão",25.4,49.7,-0.227165389132531,-0.532419987186824,0.124874395874799,0.726945223558492,0.117901840027442,-0.295003321148455,0.0474249928358163,0.0806307916515893,-0.189430127789182
"263",60,100.7,14.4,11,14,75.3,24,"Masculino","Estágio","Personalizado",24.1,47.7,-0.213487593499865,0.0291629008525721,-1.38580122251301,0.474241206098993,1.4041037312359,0.515074448595584,1.04584589464249,-0.32381948158468,-0.87660108712116
"264",57.6,118.2,16.5,11.3,9,64.6,22,"Masculino","Ativ.Remunerada","Personalizado",22.3,49.5,-0.541754688683853,1.32228139304855,-0.874120771123589,0.625863616574693,-0.203648632774673,-0.596186081694317,0.0474249928358163,-0.883827552219515,-0.25814722372238
"265",70.3,132.1,19.3,10.8,13,70,22,"Masculino","Ativ.Remunerada","Personalizado",26.4,56,1.19532535666475,2.3493869382785,-0.191880169271031,0.373159599115194,1.08255325843379,-0.0353630103330577,0.0474249928358163,0.39174638644872,1.97515839410655
"266",75.9,121.7,30.2,9.6,12,77.6,22,"Masculino","Estágio","Personalizado",31.1,54.4,1.96128191209406,1.58090509148774,2.46398503079785,-0.233330042787605,0.761002785631672,0.75394353454575,0.0474249928358163,1.85398968199524,1.42542162664097
"267",59.9,98.1,12.6,9.8,12,71.9,20,"Feminino","Ativ.Remunerada","Personalizado",23.7,50.3,-0.227165389132531,-0.162957560845117,-1.82438446656108,-0.132248435803805,0.761002785631672,0.161963625886645,-0.950995908970854,-0.448265719503533,0.0167211600104099
"268",57.5,75.4,24.5,11.4,13,70.4,21,"Feminino","Estágio","Personalizado",26.4,51.1,-0.55543248431652,-1.84031697643647,1.07513809131229,0.676404420066593,1.08255325843379,0.00617943939740645,-0.451785458067519,0.39174638644872,0.291589543743203
"269",57.4,94.6,17.9,10.3,14,51.3,19,"Feminino","Estágio","Padrão",22.8,50.1,-0.569110279949186,-0.421581259284312,-0.533000470197311,0.120455581655695,1.4041037312359,-1.97747253523223,-1.45020635987419,-0.72826975482095,-0.0519959359227864
"270",66,101.2,26.7,8.3,8,73.4,21,"Feminino","Ativ.Remunerada","Padrão",28.8,48.8,0.607180144460106,0.0661091434867428,1.61118427848216,-0.890360488182302,-0.525199105576787,0.317747812375883,-0.451785458067519,1.13842381396183,-0.498657059488574
"271",62.1,111.8,15.4,9.4,8,93.3,23,"Feminino","Ativ.Remunerada","Padrão",22.5,48.8,0.0737461147861252,0.849369487331163,-1.14214386470852,-0.334411649771404,-0.525199105576787,2.38448468646645,0.546635443739151,-0.821604433260089,-0.498657059488574
"272",65.3,113.5,20.6,7.4,10,77.5,20,"Masculino","Estágio","Personalizado",29.5,50.9,0.511435575031443,0.974986712287343,0.124874395874799,-1.3452277196094,0.117901840027442,0.743557922113134,-0.950995908970854,1.35620473031983,0.222872447810004
"273",77.8,109.6,15.6,8.1,11,97.6,22,"Masculino","Ativ.Remunerada","Personalizado",28.4,54.5,2.22116002911472,0.686806019740811,-1.09341239314763,-0.991442095166102,0.439452312829557,2.83106602106893,0.0474249928358163,1.01397757604298,1.45978017460757
"274",67.4,80.5,23.6,9.7,8,88.4,22,"Masculino","Ativ.Remunerada","Padrão",24.8,51,0.798669283317434,-1.46346530156793,0.855846469288254,-0.182789239295705,-0.525199105576787,1.87558967726827,0.0474249928358163,-0.106038565226688,0.257230995776603
"275",70.9,111.9,25.9,6.4,8,76.8,19,"Masculino","Estágio","Padrão",29.1,51.2,1.27739213046075,0.856758735857997,1.41625839223857,-1.8506357545284,-0.525199105576787,0.670858635084823,-1.45020635987419,1.23175849240097,0.325948091709802
"276",64.2,93.7,27.8,6.6,8,79.5,21,"Masculino","Ativ.Remunerada","Padrão",26.8,47.1,0.360979823072115,-0.488084496025819,1.87920737206709,-1.7495541475446,-0.525199105576787,0.951270170765452,-0.451785458067519,0.516192624367573,-1.08275237492075
"277",52.6,102.4,23.2,12.2,14,44.8,21,"Masculino","Ativ.Remunerada","Padrão",27.9,54,-1.22564447031716,0.154780125808753,0.758383526166459,1.08073084800179,1.4041037312359,-2.65253734335226,-0.451785458067519,0.858419778644416,1.28798743477457
"278",70.4,101,27.4,8.8,17,84.4,24,"Feminino","Ativ.Remunerada","Padrão",29.3,50.2,1.20900315229742,0.0513306464330743,1.7817444289453,-0.637656470722803,2.36875514964225,1.46016517996363,1.04584589464249,1.2939816113604,-0.017637387956187
"279",61,106,25,6.3,9,73.4,25,"Feminino","Estágio","Padrão",25.9,47.7,-0.0767096371732031,0.420793072774782,1.19696677021453,-1.9011765580203,-0.203648632774673,0.317747812375883,1.54505634554582,0.236188589050155,-0.87660108712116
"280",57.8,100.3,19.5,9.8,5,86.8,18,"Feminino","Ativ.Remunerada","Padrão",23.7,49,-0.514399097418521,-0.00039409325476497,-0.143148697710135,-0.132248435803805,-1.48985052398313,1.70941987834641,-1.94941681077752,-0.448265719503533,-0.429939963555375
"281",49.9,76.7,21.9,12.6,3,62,23,"Masculino","Ativ.Remunerada","Padrão",23.6,46.8,-1.59494495239915,-1.74425674558762,0.441628961020629,1.28289406196939,-2.13295146958736,-0.866212004942329,0.546635443739151,-0.479377278983245,-1.18582801882055
"282",54.1,110.3,16.1,11.3,11,74.2,20,"Feminino","Ativ.Remunerada","Personalizado",21.2,51.3,-1.02047753582717,0.73853075942865,-0.971583714245383,0.625863616574693,0.439452312829557,0.40083271183681,-0.950995908970854,-1.22605470649636,0.360306639676399
"283",58.4,105.4,19.3,10.9,11,71.9,23,"Masculino","Estágio","Padrão",24.5,52.5,-0.432332323622524,0.376457581613777,-0.191880169271031,0.423700402607094,0.439452312829557,0.161963625886645,0.546635443739151,-0.199373243665828,0.772609215275587
"284",62.7,96.3,24.9,12.4,10,85.4,21,"Feminino","Estágio","Padrão",24.3,50.3,0.155812888582122,-0.295964034328131,1.17260103443408,1.18181245498559,0.117901840027442,1.56402130428979,-0.451785458067519,-0.261596362625254,0.0167211600104099
"285",59.9,101.7,22.2,8.5,10,64.3,23,"Masculino","Estudante","Padrão",27,50.5,-0.227165389132531,0.103055386120914,0.514726168361974,-0.789278881198503,0.117901840027442,-0.627342918992164,0.546635443739151,0.578415743326999,0.0854382559436088
"286",56.1,101.9,21.8,11.5,10,69.1,20,"Feminino","Ativ.Remunerada","Padrão",26.1,51.1,-0.746921623173846,0.117833883174582,0.417263225240181,0.726945223558492,0.117901840027442,-0.128833522226601,-0.950995908970854,0.298411708009582,0.291589543743203
"287",62.1,103.1,15.8,8.8,8,61.7,25,"Masculino","Ativ.Remunerada","Personalizado",24.1,53.2,0.0737461147861252,0.206504865496591,-1.04468092158673,-0.637656470722803,-0.525199105576787,-0.897368842240177,1.54505634554582,-0.32381948158468,1.01311905104178
"288",70.1,123,17.6,10,20,68,22,"Feminino","Ativ.Remunerada","Personalizado",27.5,56,1.16796976539942,1.67696532233659,-0.606097677538656,-0.0311668288200053,3.33340656804859,-0.243075258985376,0.0474249928358163,0.733973540725564,1.97515839410655
"289",45.4,96.9,16.9,14.4,9,73.3,16,"Masculino","Ativ.Remunerada","Padrão",17.3,45.7,-2.21044575586913,-0.251628543167126,-0.776657828001796,2.19262852482359,-0.203648632774673,0.307362199943267,-2.94783771258419,-2.43940552620517,-1.56377204645314
"290",63.9,102.4,21.6,11.9,11,69.5,23,"Masculino","Estágio","Personalizado",24.5,51.9,0.319946436174116,0.154780125808753,0.368531753679284,0.929108437526092,0.439452312829557,-0.0872910724961372,0.546635443739151,-0.199373243665828,0.566457927475993
"291",75.6,116.4,16,11.5,15,65.5,27,"Masculino","Estágio","Personalizado",26.1,53.9,1.92024852519606,1.18927491956553,-0.995949450025832,0.726945223558492,1.72565420403802,-0.502715569800773,2.54347724735249,0.298411708009582,1.25362888680797
"292",66.7,114.8,22.2,7.8,11,82.8,25,"Feminino","Ativ.Remunerada","Padrão",25.7,49.1,0.70292471388877,1.07104694313619,0.514726168361974,-1.1430645056418,0.439452312829557,1.29399538104178,1.54505634554582,0.173965470090729,-0.395581415588776
"293",75.2,116,15.5,8.4,15,67.3,25,"Masculino","Estágio","Personalizado",30.2,54.4,1.8655373426654,1.1597179254582,-1.11777812892807,-0.839819684690403,1.72565420403802,-0.315774546013687,1.54505634554582,1.57398564667782,1.42542162664097
"294",65,91.9,27.3,14.6,11,53.8,20,"Masculino","Estágio","Padrão",27.3,52.4,0.470402188133444,-0.621090969508833,1.75737869316485,2.29371013180739,0.439452312829557,-1.71783222441683,-0.950995908970854,0.671750421766138,0.738250667308988
"295",73,128,21.8,7.8,9,61.3,24,"Feminino","Ativ.Remunerada","Personalizado",28.4,51.7,1.56462583874674,2.0464277486783,0.417263225240181,-1.1430645056418,-0.203648632774673,-0.938911291970641,1.04584589464249,1.01397757604298,0.497740831542797
"296",61.1,100.9,17.2,10.4,13,68.4,26,"Masculino","Ativ.Remunerada","Padrão",27.2,50.9,-0.0630318415405367,0.0439413979062406,-0.70356062066045,0.170996385147594,1.08255325843379,-0.201532809254911,2.04426679644916,0.640638862286425,0.222872447810004
"297",63.7,126.1,21,11.8,11,55.4,23,"Feminino","Estágio","Personalizado",28.9,52.9,0.292590844908784,1.90603202666845,0.222337338996593,0.878567634034192,0.439452312829557,-1.55166242549498,0.546635443739151,1.16953537344155,0.910043407141982
"298",55.4,81.1,18.6,12,7,67.9,21,"Feminino","Ativ.Remunerada","Padrão",20.9,44.3,-0.84266619260251,-1.41912981040692,-0.362440319734171,0.979649241017992,-0.846749578378902,-0.253460871417991,-0.451785458067519,-1.3193893849355,-2.04479171798553
"299",66.2,100.3,21.5,12.2,11,69.1,24,"Masculino","Ativ.Remunerada","Personalizado",25.5,49.5,0.634535735725439,-0.00039409325476497,0.344166017898835,1.08073084800179,0.439452312829557,-0.128833522226601,1.04584589464249,0.111742351131303,-0.25814722372238
"300",64.1,117.5,21,9.7,6,56.8,24,"Feminino","Ativ.Remunerada","Personalizado",28,51.4,0.347302027439448,1.27055665336071,0.222337338996593,-0.182789239295705,-1.16830005118102,-1.40626385143836,1.04584589464249,0.88953133812413,0.394665187642999
"301",63.4,90,15.9,8.4,10,70.6,21,"Masculino","Ativ.Remunerada","Personalizado",23,50.2,0.251557458010785,-0.761486691518683,-1.02031518580628,-0.839819684690403,0.117901840027442,0.0269506642626371,-0.451785458067519,-0.666046635861524,-0.017637387956187
"302",50.9,89.5,16.8,9.4,8,70.4,24,"Masculino","Ativ.Remunerada","Padrão",23.9,47.9,-1.45816699607249,-0.798432934152853,-0.801023563782244,-0.334411649771404,-0.525199105576787,0.00617943939740645,1.04584589464249,-0.386042600544107,-0.807883991187964
"303",69.4,86.9,21.2,8.2,14,79.4,21,"Masculino","Ativ.Remunerada","Padrão",26.3,52.7,1.07222519597076,-0.990553395850541,0.27106881055749,-0.940901291674203,1.4041037312359,0.940884558332837,-0.451785458067519,0.360634826969008,0.841326311208786
"304",57.2,85.3,26.6,11.3,10,70.5,25,"Masculino","Ativ.Remunerada","Padrão",24.3,49.1,-0.596465871214518,-1.10878137227989,1.58681854270171,0.625863616574693,0.117901840027442,0.0165650518300218,1.54505634554582,-0.261596362625254,-0.395581415588776
"305",62.3,93.9,24.3,12.2,9,65.5,23,"Masculino","Estágio","Padrão",28.8,52.8,0.101101706051457,-0.47330599897215,1.02640661975139,1.08073084800179,-0.203648632774673,-0.502715569800773,0.546635443739151,1.13842381396183,0.875684859175383
"306",56.2,104.6,17.5,14.3,8,73.9,23,"Masculino","Ativ.Remunerada","Padrão",22,44.7,-0.73324382754118,0.317343593399103,-0.630463413319104,2.14208772133169,-0.525199105576787,0.369675874538963,0.546635443739151,-0.977162230658655,-1.90735752611913
"307",52.4,71.8,23.3,10.7,7,75.4,22,"Masculino","Estágio","Personalizado",23.2,47.7,-1.2530000615825,-2.1063299234025,0.782749261946908,0.322618795623293,-0.846749578378902,0.525460061028201,0.0474249928358163,-0.603823516902098,-0.87660108712116
"308",67.6,103,19.8,8.3,12,65.9,19,"Masculino","Estudante","Padrão",27.3,51.8,0.826024874582764,0.199115616969757,-0.0700514903687889,-0.890360488182302,0.761002785631672,-0.461173120070309,-1.45020635987419,0.671750421766138,0.532099379509394
"309",60,117.3,21.2,12,9,63.8,24,"Masculino","Ativ.Remunerada","Personalizado",27.5,50.9,-0.213487593499865,1.25577815630704,0.27106881055749,0.979649241017992,-0.203648632774673,-0.679270981155244,1.04584589464249,0.733973540725564,0.222872447810004
"310",69.1,128.5,21,11.8,17,66.8,26,"Masculino","Ativ.Remunerada","Personalizado",30,58.5,1.03119180907276,2.08337399131247,0.222337338996593,0.878567634034192,2.36875514964225,-0.367702608176767,2.04426679644916,1.51176252771839,2.83412209327152
"311",69.9,118.2,30.3,9.5,8,62.5,22,"Masculino","Ativ.Remunerada","Personalizado",33.8,52.8,1.14061417413409,1.32228139304855,2.4883507665783,-0.283870846279505,-0.525199105576787,-0.81428394277925,0.0474249928358163,2.69400178794749,0.875684859175383
"312",61.6,110.6,15.3,6.9,8,58.2,22,"Feminino","Ativ.Remunerada","Personalizado",20.5,51.7,0.00535713662279424,0.760698505009153,-1.16650960048897,-1.5979317370689,-0.525199105576787,-1.26086527738173,0.0474249928358163,-1.44383562285435,0.497740831542797
"313",53.2,75.8,20.4,11.5,14,75,22,"Masculino","Estágio","Personalizado",23.7,48.2,-1.14357769652117,-1.81075998232913,0.0761429243139015,0.726945223558492,1.4041037312359,0.483917611297737,0.0474249928358163,-0.448265719503533,-0.704808347288165
